club_name,city,state,website,contact_email,facebook,instagram,strava,member_count,membership_fee_usd,usat_member,profile_url,score,notes
Merge Multisport,Greenville,South Carolina,https://mergemultisport.com/,mergemultisport@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6870,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Short Course | Contact: Thomas Skelton"
MERGE MULTISPORT - JUNIOR TEAM,Greenville,North Carolina,https://mergemultisport.com,mergemultisport@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7425,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon, Winter Triathlon | Specialties: High School/Collegiate | Contact: Thomas Skelton"
Meridian Performance,LAS VEGAS,Nevada,https://www.meridianperformance.com/,jrentch@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7123,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Long Course, Short Course, Women Specific | Contact: Jennifer Rentch"
Miles of Smiles Tri Club,Grand Rapids,Michigan,https://www.triathlonlearning.com/,rankemiles@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8183,7,"Disciplines: Triathlon | Specialties: Long Course, Short Course | Contact: Miles Ranke"
Minnesota Triathlon (University of Minnesota),Minneapolis,Minnesota,http://www.mntriathlon.weebly.com,minntri@umn.edu,https://facebook.com/mntriathlonteam,https://instagram.com/minnesotatriathlon,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5607,7,"Disciplines: Triathlon | Specialties: Beginners, Draft Legal, Long Course, Short Course | Contact: Rhett Parker"
MoCo Youth Triathlon Club,Kensington,Maryland,https://www.triathlonlearning.com/,mocoyouthtri@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7608,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: william faucette"
Motive8Endurance,Park City,Utah,https://motive8endurance.com,anna@Motive8endurance.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7814,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Short Course, Women Specific | Contact: Anna Nemeckay"
MSU Triathlon Club (Michigan State University),East Lansing,Michigan,https://msutriathlonclub.com/,msutriathlon@gmail.com,https://facebook.com/2008,https://instagram.com/msutri,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6993,7,"Disciplines: Triathlon | Specialties: High School/Collegiate, Short Course | Contact: Connor Dunn"
Multisport Explosion High School Tri Club,Alpharetta,Georgia,http://www.teamexplosion.org,klacmarshall@comcast.net,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7226,7,Disciplines: Triathlon | Specialties: High School/Collegiate | Contact: Lisa Marshall
Multisport Explosion Youth Triathlon Team,Alpharetta,Georgia,https://www.gomotionapp.com/team/gameyt/page/home,klacmarshall@comcast.net,https://facebook.com/MultisportExplosion,https://instagram.com/multisport_explosion,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5878,7,"Disciplines: Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Short Course, Youth and Junior | Contact: Lisa Marshall"
"Multisport Madness Kids, Inc. High School Program",St Charles,Illinois,http://www.mmtt3.org,j561058@yahoo.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8156,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: John Lorenz"
Nantucket Triathlon Club Inc,Nantucket,Massachusetts,https://nantucketathleticassociation.com/,jmeehan207@gmail.com,https://facebook.com/2008,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7723,7,"Disciplines: Non-Traditional Event, Triathlon | Specialties: Beginners, Off-Road | Contact: James Meehan"
Naples Area Triathletes,Naples,Florida,http://www.naplestriathletes.com,laurie@naplestriathletes.com,https://facebook.com/NaplesAreaTriathletes,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=145,7,"Disciplines: Triathlon | Specialties: Beginners, Long Course, Short Course, Women Specific | Contact: Laurie Rose"
Negative Split Racing,Carrollton,Texas,http://www.negativesplitracing.com,info@negativesplitracing.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5676,7,"Disciplines: Duathlon, Paratriathlon, Triathlon | Specialties: Beginners, Draft Legal, Long Course, Paratriathlon, Youth and Junior | Contact: Gerald Jackson"
Newport Coast Triathlon Team,Costa Mesa,California,http://www.nctt.team,ncttsecretary@gmail.com,https://www.facebook.com/USATriathlon/;,https://instagram.com/newportcoasttriteam,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=54,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course | Contact: Brian Amende"
NextGen Triathlon Club,League City,Texas,https://www.triathlonlearning.com/,nextgentriclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6647,7,Disciplines: Triathlon | Specialties: Youth and Junior | Contact: Amanda Hoover
NITCH,Fort Wayne,Indiana,https://www.triathlonlearning.com/,cmickey@eccfw.org,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8060,7,"Disciplines: Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course | Contact: Craig Mickey"
NMSU Cycling and Triathlon Club,Las Cruces,New Mexico,https://www.triathlonlearning.com/,rosscd@nmsu.edu,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7914,7,"Disciplines: Triathlon, Winter Triathlon | Specialties: Draft Legal, Long Course, Short Course | Contact: Colin Ross"
North Oakland County HS Triathlon Club,LAKE ORION,Michigan,https://exceltriathlon.webador.com/,exceltriathlon@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7624,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Gary Greib"
North Tahoe Tri Club,Incline Village,Nevada,https://www.northtahoetriclub.com,northtahoetriclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7284,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Draft Legal, Long Course, Short Course | Contact: JAMES MIZELL"
Northern Kentucky University Triathlon Team,Highland Heights,Kentucky,https://www.triathlonlearning.com/,doughtieb1@nku.edu,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7878,7,"Disciplines: Triathlon | Specialties: High School/Collegiate, NCAA | Contact: Brooks Doughtie"
Northshore Raiders,Flower Mound,Texas,https://northshoreraiders.square.site/,davidsonracing01@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7743,7,"Disciplines: Off Road, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Off-Road, Short Course, Youth and Junior | Contact: David Eric Davidson"
Northshore Raiders - HS,Flower Mound,Texas,https://www.triathlonlearning.com/,davidsonracing01@gmail.com,https://www.facebook.com/groups/1885367645199505/;,,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7848,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Triathlon | Specialties: High School/Collegiate | Contact: David Eric Davidson"
Northside High School Club,The Woodlands,Texas,https://northsideyouthandjuniortri.com,jocneg78@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7278,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: JOSEPH CABRIANA"
Northside Youth and Junior Tri,The Woodlands,Texas,https://northsideyouthandjuniortri.com,jocneg78@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7092,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Long Course, Short Course, Youth and Junior | Contact: JOSEPH CABRIANA"
Northwestern University Triathlon Club,Evanston,Illinois,https://nutriathlon.com,nutriathlon.exec@gmail.com,https://facebook.com/NUTRIHARDS,https://instagram.com/nu_triathlon,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=208,7,Disciplines: Triathlon | Contact: Sophia Jukovich
NSK Triathlon club,San Antonio,Texas,https://www.triathlonlearning.com/,nsktriathlonclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7999,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, High School/Collegiate, Long Course, NCAA, Short Course, Youth and Junior | Contact: Georgi Grancharov"
NXT LVL Endurance,LOUISVILLE,Kentucky,https://www.triathlonlearning.com/,chris.h.arnold@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8111,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Chris Arnold"
Oasis Rogue Rage,San Diego,California,https://www.triathlonlearning.com/,obeezkneez@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7584,7,"Disciplines: Triathlon | Specialties: Beginners, Draft Legal, Youth and Junior | Contact: Mark Pletcher"
Oasis Rogue Rage HS Program,San Diego,California,https://www.triathlonlearning.com/,obeezkneez@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7711,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Mark Pletcher"
One Multisport Association,Scottsdale,Arizona,https://www.onemultisport.net/,Onemultisport2022@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7080,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course, Women Specific | Contact: Allen Childers"
One Multisport High School Club,Scottsdale,Arizona,https://onemultisport.net/,Onemultisport2022@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7587,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Allen Childers"
Oregon State University Triathlon Club,Corvallis,Oregon,http://stuorgs.oregonstate.edu/triclub,triathlon@oregonstate.edu,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=408,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Emma Johnson"
Otter High School Tri Team,Houston,Texas,https://ottertriteam.com,ottertriteam@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7227,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Meg Stolt"
Otter Tri Team,Houston,Texas,https://ottertriteam.com,coachmeg@ottertriteam.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6779,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Short Course, Youth and Junior | Contact: Meg Stolt"
Pacer Endurance Sports,Rockford,Michigan,http://www.pacerendurancesports.com,lucas@pacerendurancesports.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7417,7,"Disciplines: Duathlon, Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Lucas Brinks"
Paragon Training,San Antonio,Texas,http://www.paragontraining.org,coach@paragontraining.org,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6643,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: Beginners, Draft Legal, Long Course, Short Course | Contact: Mark Saroni"
Paramount Multisport,Basking Ridge,New Jersey,http://www.paramountmultisport.com,paramountmultisport@gmail.com,https://facebook.com/groups,https://instagram.com/paramountmultisport,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5586,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Short Course, Women Specific | Contact: Pete Joachim"
Phoenix Fitness and Training,Indianapolis,Indiana,http://pftindy.com,doug@pftindy.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6487,7,"Disciplines: Aquabike, Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Short Course | Contact: Doug Robinson"
Playmakers Triathlon Team,Okemos,Michigan,https://www.playmakers.com/playmakers-fit-foundation/team-playmakers/,tina@playmakersfoundation.org,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6254,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Triathlon, Winter Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Tina Stewart"
Playtri,Dallas,Texas,http://www.playtri.com/coaching,staci@playtri.com,https://facebook.com/2008,https://instagram.com/playtri,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=627,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, Off-Road, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Staci Brode"
Purdue University Triathlon Club,West Lafayette,Indiana,http://www.purduetriathlon.com,triathlonpurdue@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=229,7,Disciplines: Triathlon | Contact: Patton Courie
PXP Endurance,Carmel,Indiana,https://www.pxpendurance.com/#welcome,pxpendurance@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5415,7,"Disciplines: Aquabike, Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, High School/Collegiate, Long Course, NCAA, Short Course, Youth and Junior | Contact: Paul Plummer"
Queens University of Charlotte Triathlon,Charlotte,North Carolina,http://www.queensathletics.com/index.aspx?path=triathlon&amp;amp;amp;amp;amp;amp;amp;tab=triathlon,fowlerm@queens.edu,https://facebook.com/QueensAthletics57,https://instagram.com/queensbsb,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6552,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon, Winter Triathlon | Specialties: Draft Legal, Long Course, Short Course | Contact: Miles Fowler"
Quicksilver Tri - High School Program,San Jose,California,https://www.gomotionapp.com/team/pcqsm/page/triathlon,marcelo@swimqss.org,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8096,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: MARCELO CASTRO"
Raise the Bar,Auburn,Washington,http://www.weraisethebar.com,admin@weraisethebar.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=510,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, Off-Road, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Chris Wallace"
Reds Triathlon Team,Overland Park,Kansas,http://www.redstriteam.com,liz@redstriteam.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6051,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Long Course | Contact: Elizabeth Weidling"
Revolution Endurance,Bend,Oregon,https://www.revolutionendurance.com,paul@revolutionendurance.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6681,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Short Course, Women Specific | Contact: Paul Kinney"
Ridgefield Bicycle Club,Ridgefield,Connecticut,https://ridgefieldbicycleclub.org/,ridgefield.bike.club@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6059,7,"Disciplines: Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Short Course, Women Specific | Contact: J D Beebe"
Rise Endurance,Sarasota,Florida,https://riseendurance.com,RiseEndurance@gmail.com,https://facebook.com/RiseEndurance,https://instagram.com/riseendurance,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5424,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Short Course, Women Specific | Contact: Joan Scrivanich"
Rise Up Racing,Williamsport PA,Pennsylvania,https://riseupracing.com,robin.barth9@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7275,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, NCAA, Short Course, Women Specific, Youth and Junior | Contact: Robin Barth"
Rise Up Racing - HS Program,Williamsport,Pennsylvania,https://riseupracing.com,robin.barth9@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8034,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Robin Barth"
Rise Up Racing - Youth Program,Williamsport,Pennsylvania,https://riseupracing.com,robin.barth9@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8035,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Robin Barth"
"Rochester Area Triathletes, Inc.",Rochester,New York,http://www.rochesterareatriathletes.com,membership@rochestertriathletes.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5725,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, NCAA, Off-Road, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Michael Smith"
RogueTri,San Antonio,Texas,https://roguetri.com/,Info@RogueTri.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7724,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Short Course, Women Specific | Contact: David Connor"
Rowdies Racing,Los Gatos,California,https://www.triathlonlearning.com/,tom@yates.tv,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8021,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon, Winter Triathlon | Specialties: Beginners, High School/Collegiate, Long Course, Off-Road, Short Course, Youth and Junior | Contact: Tom Yates"
RTA Triathlon,Ridgewood,New Jersey,https://www.rtatri.com,info@RTAtri.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7078,7,"Disciplines: Aquabike, Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course, Women Specific | Contact: Elizabeth Kaplanis"
RTA Triathlon - HS Program,Ridgewood,New Jersey,https://www.rtatri.com,info@RTAtri.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8045,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: CHRISTOPHER KAPLANIS"
Salt Lake Triathlon Club,Bluffdale,Utah,http://www.saltlaketriclub.com,contact@saltlaketriclub.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=1075,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Rory Duckworth"
Salt Lake Triathlon HS Club,Bluffdale,Utah,http://www.saltlaketriclub.com,contact@saltlaketriclub.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8051,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Rory Duckworth"
San Diego Youth Triathlon Team,Del Mar,California,http://www.TriUSCoaching.com,jcarbary@gmail.com,https://facebook.com/2008,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6599,7,"Disciplines: Aquathlon, Duathlon, Triathlon | Specialties: Youth and Junior | Contact: Judi Carbary"
"San Diego Youth Triathlon Team, HS Program",Del Mar,California,http://www.TriUSCoaching.com,jcarbary@gmail.com,https://facebook.com/2008,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7852,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: Judi Carbary"
SBR4Life,Atlanta,Georgia,https://S-br4-life.com,atlcoachbev@yahoo.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6848,7,"Disciplines: Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Short Course, Women Specific | Contact: Beverly Iseghohi"
Schuylkill Tri Club,Orwigsburg,Pennsylvania,https://schuylkilltriathlon.com/,coachkenny@schuylkilltriathlon.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8022,7,"Disciplines: Aquabike, Duathlon, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Kenny Knittle"
Schuylkill Tri Club Adults,Orwigsburg,Pennsylvania,http://www.schuylkilltriathlon.com,coachkenny@schuylkilltriathlon.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8122,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, NCAA, Off-Road, Paratriathlon, Short Course, Women Specific | Contact: Kenny Knittle"
Schuylkill Tri Club High School,Orwigsburg,Pennsylvania,http://www.schuylkilltriathlon.com,coachkenny@schuylkilltriathlon.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8121,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Paratriathlon, Triathlon | Specialties: High School/Collegiate | Contact: Kenny Knittle"
SelecTri,SPRING,Texas,http://www.selectri.org,info@selectri.org,https://facebook.com/2008,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=951,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Paratriathlon, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Off-Road, Short Course, Youth and Junior | Contact: Amie Quinn"
SelecTri High School Club,Spring,Texas,http://www.selectri.org,info@selectri.org,https://facebook.com/2008,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7235,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: Amie Quinn"
SFP Gear Athletics,Hampton Bays,New York,https://www.triathlonlearning.com/,coberle@sfpgear.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7866,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Paratriathlon, Short Course, Women Specific | Contact: Constance Geoghan"
